,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.32769,0.956158,0.496247,0.243769,0.27271,0.17352,0.334953,0.750634,1.14572,0.317872,0.341964,0.452643,0.368817,0.408388,0.326675,0.756271,0.200773,0.390968,0.266438,0.978098,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.12433,0.832458,0.494579,0.253718,0.283689,0.191461,0.380088,0.715379,1.11396,0.312157,0.339723,0.472761,0.363956,0.425365,0.39892,0.800769,0.244604,0.454278,0.357153,0.86071,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
0.00046183,0.00441991,0.00497547,0.000999314,0.000759279,0.000752588,0.000749875,0.000276033,0.000955815,0.00125541,0.000249547,0.00558891,0.00120429,0.00139557,0.00393847,0.000507864,0.0012914,0.000722176,0.000829955,0.000224947,
