,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.30689,0.932629,0.480807,0.239537,0.259392,0.177416,0.336255,0.729841,1.15903,0.319792,0.345338,0.501472,0.363161,0.382806,0.36583,0.803429,0.186412,0.413966,0.37868,1.18445,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.10626,0.814337,0.48018,0.250552,0.277107,0.19071,0.379627,0.728992,1.14399,0.320656,0.346759,0.501048,0.364198,0.399818,0.412904,0.857026,0.178982,0.483279,0.511859,0.922216,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
0.000430485,0.0043796,0.00493187,0.00103648,0.000505563,0.000911099,0.00073352,0.000144694,0.00109679,0.00146002,0.000708966,0.00400891,0.00280137,0.00425938,0.0049936,0.0021644,0.0012194,0.00102621,0.00112156,0.000557538,
