,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.36751,1.01721,0.556415,0.26547,0.286514,0.139869,0.243643,0.574548,0.857831,0.234857,0.274113,0.404062,0.361263,0.335205,0.21786,0.725956,0.175022,0.207209,0.192376,0.507361,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.15774,0.883175,0.552041,0.271294,0.292348,0.154519,0.282168,0.560531,0.8435,0.227537,0.272728,0.434261,0.36343,0.356041,0.214168,0.798089,0.158019,0.246796,0.230727,0.501897,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
0.000502399,0.00432039,0.00482094,0.00102912,0.000937647,0.00082741,0.000749672,0.000466389,0.000684242,0.000735484,0.000643643,0.00583042,0.00245083,0.00312962,0.00111043,0.00112161,0.000978855,0.000562471,0.00149928,0.00049817,
