,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.3811,1.03776,0.586433,0.279821,0.281641,0.108057,0.219101,0.545505,0.87743,0.245889,0.282083,0.345122,0.329889,0.372113,0.235157,0.71961,0.28803,0.221633,0.0745204,0.607306,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
1.16828,0.90793,0.58553,0.293837,0.304228,0.119077,0.247227,0.536365,0.86646,0.244004,0.288024,0.329121,0.3439,0.404816,0.192518,0.798271,0.280024,0.188733,0.108541,0.523839,
,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,
0.000401068,0.00432822,0.00496966,0.0010977,0.000355474,0.00124595,0.000743681,0.000179258,0.00131717,0.00133523,0.00142427,0.00295901,0.000911174,0.00299648,0.00407654,0.00152313,0.00121417,0.000397362,0.000283973,0.000115535,
