100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
0.4690 ,0.4891 ,0.5232 ,0.5375 ,0.5823 ,0.6078 ,0.6308 ,0.6647 ,0.7036 ,0.7301 ,0.7659 ,0.7938 ,0.8121 ,0.8389 ,0.8721 ,0.8850 ,0.9013 ,0.9211 ,0.9325 ,0.9495 ,0.9617 ,0.9690 ,0.9750 ,0.9722 ,0.9622 ,0.9658 ,0.9705 ,0.9700 ,0.9687 ,0.9687 ,0.9623 ,0.9734 ,0.9899 ,1.0218 ,1.0324 ,1.0576 ,1.1056 ,1.1535 ,1.0000 
