100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
1.1243 ,1.0759 ,1.0167 ,0.9961 ,0.9653 ,0.9658 ,0.8312 ,0.7829 ,0.7202 ,0.6253 ,0.6045 ,0.6954 ,0.8263 ,0.9778 ,0.9824 ,1.1607 ,1.4227 ,1.4131 ,1.1226 ,0.9334 ,0.8502 ,0.7279 ,0.6828 ,0.5785 ,0.5370 ,0.5943 ,0.6624 ,0.7531 ,0.8305 ,1.0117 ,1.0514 ,1.0874 ,0.7065 ,0.6110 ,0.6583 ,0.6500 ,0.6108 ,0.5779 ,1.0000 
