100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
1.1189,1.0785,1.0189,1.0058,1.0144,1.0361,0.8928,0.8498,0.7839,0.6788,0.6521,0.7513,0.9071,1.0696,1.0746,1.2438,1.4531,1.4685,1.2054,1,0.8997,0.7634,0.7104,0.6105,0.5736,0.6391,0.7101,0.778,0.8396,0.9642,0.9487,1.0426,0.5665,0.664,0.7154,0.685,0.6144,0.5717,1
