100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
1.0759 ,1.0397 ,0.9825 ,0.9981 ,1.0119 ,1.0462 ,0.9006 ,0.8542 ,0.7882 ,0.6879 ,0.6634 ,0.7618 ,0.8979 ,1.0557 ,1.0606 ,1.2301 ,1.4550 ,1.4454 ,1.1739 ,0.9726 ,0.8802 ,0.7479 ,0.6975 ,0.5980 ,0.5683 ,0.6367 ,0.7052 ,0.7798 ,0.8491 ,0.9747 ,0.9501 ,0.9792 ,0.7230 ,0.6390 ,0.6884 ,0.6527 ,0.5894 ,0.5433 ,1.0000 
