100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
0.4839 ,0.5037 ,0.5388 ,0.5510 ,0.5877 ,0.6127 ,0.6373 ,0.6703 ,0.7088 ,0.7398 ,0.7738 ,0.8070 ,0.8188 ,0.8458 ,0.8793 ,0.8889 ,0.9053 ,0.9240 ,0.9366 ,0.9542 ,0.9658 ,0.9724 ,0.9784 ,0.9741 ,0.9628 ,0.9675 ,0.9741 ,0.9775 ,0.9780 ,0.9818 ,0.9841 ,0.9924 ,0.9945 ,1.0142 ,1.0248 ,1.0419 ,1.0889 ,1.1393 ,1.0000 
