100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
0.474029777,0.495667157,0.530352126,0.544769973,0.588572016,0.613697089,0.636659743,0.669578221,0.70801086,0.737366012,0.774484988,0.808676018,0.818934834,0.844535751,0.877911123,0.887291658,0.903497163,0.922329298,0.93427121,0.951854753,0.963012604,0.96915498,0.975074156,0.970764988,0.960371838,0.966339736,0.973398031,0.976600608,0.97744785,0.978408351,0.975795633,0.985235079,0.993784472,1.016358323,1.026939207,1.044658626,1.090733554,1.139003079,1
