100,112,125,140,160,180,200,224,250,280,315,355,400,450,500,560,630,710,800,900,1000,1120,1250,1400,1600,1800,2000,2240,2500,2800,3150,3550,4000,4500,5000,5600,6300,7100,8000
1.1290 ,1.0831 ,1.0233 ,1.0189 ,0.9749 ,0.9778 ,0.8377 ,0.7795 ,0.7171 ,0.6174 ,0.5829 ,0.6678 ,0.7904 ,0.9405 ,0.9449 ,1.1202 ,1.3910 ,1.3631 ,1.0662 ,0.8841 ,0.8079 ,0.6962 ,0.6547 ,0.5605 ,0.5176 ,0.5692 ,0.6331 ,0.7100 ,0.7918 ,0.9567 ,0.9953 ,1.0068 ,0.6544 ,0.5692 ,0.6131 ,0.6141 ,0.6014 ,0.5764 ,1.0000 
